ID,BPM,KEY,PART,TITLE,ARTIST,ORIGIN,SEASON,YEAR,TYPE,NOTES
001207,88.5,B Major,,Kibou no Uta,,,,,Anime,
001208,"134, 135","A# Major, A# Major","Intro 1, Song",unravel,,,,,Anime,
001209,134,E Major,,History Maker,,,,,Anime,
001210,138,C Major,,Prime number,,,,,Anime,
001211,"103, 103","F Major, D Major","Verse, Chorus",Realize,,Re Zero,Season 2,2020,Anime,
001212,95,F# Major,,No.7,,,,,Anime,
001213,95,B Major,,Zen Zen Zense,,,,,Anime,
001214,131,D Major,,Kimi Janakya Dame,,,,,Anime,
001215,"89.5, 89.5","E Major, F# Major","Verse, Chorus",Fatima,,,,,Anime,
001216,"94, 94","D Major, F Major","Verse, Chorus",BRAVER,,,,,Anime,
001217,134,G# Major,,Overfly,,,,,Anime,
001218,95,C# Major,,Refrain Boy,,,,,Anime,
001219,104,E Major,,Found & Lost,,,,,Anime,
001220,89,D Major,,Chikatto Chika Chika,,,,,Anime,
001221,96.5,B Major,,Extra Revolution,,,,,Anime,
001222,129,C Major,,Iris,,,,,Anime,
001223,120,C# Major,,Mimei no Kimi to,,,,,Anime,
001224,91,G# Major,,Rightfully,,,,,Anime,
001225,101,F Major,,GO CRY GO,,,,,Anime,
001226,102,E Major,,Sora ni Utaeba,,,,,Anime,
001227,115,D# Major,,Kokoro Knock,,,,,Anime,
001228,92.5,E Major,,Welcome to Chaos!,,,,2020,Anime,
001229,100,E Major,,Can Do,,,,,Anime,
001230,89,F Major,,Ashita no Kimi sae Ire,,,,,Anime,
001231,96.5,D# Major,,delete,,,,,Anime,
001232,137,F Major,,No More Time Machine,,,,,Anime,
001233,128,A# Major,,Never Say Never,,,,,Anime,
001234,"138, 138, 138","B Major, B Major, C Major","Verse, Chorus, Last Chorus",DADDY DADDY DO,,,,,Anime,
001235,95,G Major,,Mukanjyo,,,,,Anime,
001236,90,E Major,,Hana ni Bourei,,,,,Anime,
001237,92,A Major,,Let Me Hear,,,,,Anime,
001238,95,A# Major,,Clattanoia,,,,,Anime,
001239,100,A Major,,Sangenshoku,,,,,Anime,
001240,129,A# Major,,Masayume Chasing,,,,,Anime,
001241,100,G# Major,,Dango Daikazoku,,,,,Anime,
001242,106,D# Major,,ebb and flow,,,,,Anime,
001243,"92, 92","F Major, G# Major","Verse, Chorus",Skyreach,,,,,Anime,
001244,132,G# Major,,Onegai Muscle,,,,,Anime,
001245,"100, 100","A# Major, C# Major","Verse, Chorus",Chronos,,,,,Anime,
001246,100,F Major,,Howling,,,,,Anime,
001247,88.5,D Major,,Stories,,,,,Anime,
001248,130,F# Major,,YESTERDAY,,,,,Anime,
001249,94,F# Major,,Absolute Soul,,,,,Anime,
001250,91,C Major,,Wanna Go Home,,,,,Anime,
001251,"87.5, 87.5, 87.5, 87.5","F Major, F# Major, D# Major, F# Major","Intro, Intro Drop, Verse, Chorus",Connect,ClariS,Magia Madoka,,,Anime,
001252,132,E Major,,Take Off,,,,,Anime,
001253,91,C Major,,Button,,,,,Anime,
001254,92,F Major,,u/n,,,,,Anime,
001255,129,E Major,,Love Dramatic,,,,,Anime,
001256,122,A# Major,,Carnation,,,,,Anime,
001257,132,D# Major,,Uraomote Fortune,,,,,Anime,
001258,"120, 120","B Major, F# Major","Verse, Chorus",Ashita no Hikari,,,,,Anime,
001259,134,D# Major,,Wild Side,,,,,Anime,
001260,120,G Major,,Wareta Ringo,,,,,Anime,
001261,97,F Major,,Aruite Ikou,,,,2020,Anime,
001262,126,C# Major,,I Wanna Be…,,,,,Anime,
001263,100,G Major,,Touch Off,,,,,Anime,
001264,132,D Major,,Winding Road,,,,,Anime,
001265,115,G# Major,,Iwanai kedo ne,,,,,Anime,
001266,96,G# Major,,Libra,,Shironeko Project,,2020,Anime,
001267,90,F Major,,Hyadain no Kakakata,,,,,Anime,
001268,91,G Major,,Q&A Recital!,,,,,Anime,
001269,99,D Major,,HEROES,,,,,Anime,
001270,88.5,F# Major,,Yasashisa no Riyuu,,,,,Anime,
001271,88.5,F Major,,database,,,,,Anime,
001272,125,E Major,,Inferno (Promare),,,,,Anime,
001273,100,D# Major,,Peace Sign,,,,,Anime,
001274,"90, 90, 90","C Major, D# Major, D# Major","Verse, Prechorus, Chorus",Extra Magic Hour,,,,,Anime,
001275,135,F Major,,Kimi no Tonari,,,,,Anime,
001276,110,F Major,,Rob the Frontier,,,,,Anime,
001277,97.5,G Major,,Valkyrie Ikusa Otome,,,,,Anime,
001278,137,C Major,,PHOENIX,,Haikyuu!,To The Top,2020,Anime,
001279,100,B Major,,VORACITY,,,,,Anime,
001280,139,G Major,,KAKUSHINTEKI,,,,,Anime,
001281,95.5,C Major,,Good Morning World,,,,,Anime,
001282,103,E Major,,Koyoi mofumofu!!,,,,,Anime,
001283,94,D# Major,,Kessen Spirit,,,,,Anime,
001284,"109, 109","D Major, C Major","Verse, Chorus",One Reason,,,,,Anime,
001285,100.5,C Major,,Paradisus-Paradoxum,,,,,Anime,
001286,"94, 94, 94","G Major, A Major, G Major","Verse, Prechorus, Chorus",COOLEST,,,,,Anime,
001287,103,G# Major,,Seikai Fuseikai,,,,2020,Anime,
001288,91.5,C Major,,over and over,,,,,Anime,
001289,110,G Major,,Wagamama,,,,,Anime,
001290,"108, 108","F# Major, G Major","Verse, Chorus",Here,,,,,Anime,
001291,106,E Major,,Snow fairy,,,,,Anime,
001292,106,F Major,,Serment,,,,,Anime,
001293,96,E Major,,Kiss Me,,,,,Anime,
001294,90.5,G# Major,,WAGAMAMA Mirror,,,,,Anime,
001295,"135, 135","F# Major, A Major","Verse, Chorus",Deep in Abyss,,,,,Anime,
001296,89,B Major,,One day,,,,,Anime,
001297,"138, 138, 138","E Major, G# Major, F Major","Intro, Verse, Chorus",Daisuki.,,,,,Anime,
001298,96,F# Major,,Fireworks,,,,,Anime,
001299,102,C Major,,Slide Run,,,,,Anime,
001300,99,D Major,,Theater of Life,,,,,Anime,
001301,90,D# Major,,Kaze ni Fukarete,,,,,Anime,
001302,"90, 90","F Major, G Major","Verse, Chorus",Gorgeous 4U,,,,,Anime,
001303,136,C Major,,sunlight avenue,,,,,Anime,
001304,130,D Major,,THE HERO!!,,,,,Anime,
001305,99,C# Major,,Kaze ga Fuku Machi,,,,,Anime,
001306,90,F Major,,Jiriki Hongan Revolut,,,,,Anime,
001307,"127, 127, 127, 127","E Major, G Major, G Major, E Major","Intro, Verse, Prechorus, Chorus",Period,,,,,Anime,
001308,95,D Major,,the WORLD,,,,,Anime,
001309,135,B Major,,silky heart,,,,,Anime,
001310,128,D# Major,,ODD FUTURE,,,,,Anime,
001311,128,D Major,,SPLASH FREE,,,,,Anime,
001312,"90, 90","B Major, G# Major","Verse, Chorus",Hey World,,,,,Anime,
001313,"89, 89, 89","F Major, A# Major, A# Major","Verse, Prechorus, Chorus",Date A Live,,,,,Anime,
001314,134,E Major,,Star Maker,,,,,Anime,
001315,127,A# Major,,Everlasting Shine,,,,2020,Anime,
001316,130,G Major,,Bye Bye,,,,,Anime,
001317,93,E Major,,THE DAY,,,,,Anime,
001318,121,E Major,,COOLISH WALK,,,,,Anime,
001319,104,D# Major,,Korekara mo Gotobun,,,,,Anime,
001320,130,G Major,,Asayake no Starmine,,,,,Anime,
001321,90,D# Major,,Namae no nai,,,,,Anime,
001322,100,G Major,,WHITE ALBUM,,,,,Anime,
001323,95,G# Major,,Rising Hope,,,,,Anime,
001324,135,F Major,,Kimi Yume Tsuretekit,,,,,Anime,
001325,87.5,A# Major,,Kyoumen no Nami,,,,,Anime,
001326,96,A Major,,Blow out,,,,,Anime,
001327,134,D Major,,Hidamari Days,,,,,Anime,
001328,94.5,E Major,,Shiny tale,,,,,Anime,
001329,98,G Major,,courage,,,,,Anime,
001330,88,B Major,,KINGS,,,,,Anime,
001331,132,F# Major,,Sugar Song To Bitter,,,,,Anime,
001332,92.5,D Major,,V.I.P,,,,,Anime,
001333,95,G# Major,,"No pain, no game",,,,,Anime,
001334,"130, 130","C# Major, F# Major","Verse, Chorus",Yake Ochinai Tsubasa,,,,,Anime,
001335,133,F# Major,,Seishun Seminar,,,,,Anime,
001336,"118, 118, 118","B Major, C# Major, F Major","Verse, Chorus, Bridge",Zutto,,,,,Anime,
001337,93.75,D Major,,Gekkan Toppa x S,,,,,Anime,
001338,"90, 90, 90","F Major, A# Major, G# Major","Verse, Prechorus, Chorus",ideal white,,,,,Anime,
001339,91.5,G# Major,,RESISTER,,,,,Anime,
001340,135,C Major,,Inner Urge,,,,,Anime,
001341,133,A Major,,lull,,,,,Anime,
001342,90,G Major,,Shout Baby,,,,,Anime,
001343,95.5,E Major,,ADAMAS,,,,,Anime,
001344,138,E Major,,Complication,,,,,Anime,
001345,"87.5, 87.5","B Major, G Major","Verse, Chorus",Sparkling Daydream,,,,,Anime,
001346,104,G Major,,S & Sweet CHERRY,,,,,Anime,
001347,133,G Major,,Zannen Kei Rinjin Bu,,,,,Anime,
001348,"96, 96","B Major, E Major","Verse, Chorus",Ranbu no Melody,,,,,Anime,
001349,130,G Major,,JINGO JUNGLE,,,,,Anime,
001350,130,D# Major,,Racing into the Night,,,,,Anime,
001351,"80, 91.5, 91.5","D# Major, D# Major, D# Major","Intro, Verse, Chorus",Reason Living,,,,,Anime,
001352,115,E Major,,Kuusou Mesorogiwi,,,,,Anime,
001353,134,C# Major,,Grand Blue,,,,,Anime,
001354,92.5,C Major,,JUSTadICE,,,,,Anime,
001355,94,F# Major,,Blade of Hope,,,,,Anime,
001356,118,D Major,,Dear Teardrop,,,,,Anime,
001357,109,D# Major,,Fanfare,,,,,Anime,
001358,95,D Major,,99,,,,,Anime,
001359,91,A Major,,ZERO!!,,,,,Anime,
001360,135,G Major,,Gurenge,,,,,Anime,
001361,"108, 108","E Major, D Major","Verse, Chorus",Moffumoffu,,,,,Anime,
001362,132,E Major,,Aoi Shiori,,,,,Anime,
001363,128,D# Major,,My Love,,,,,Anime,
001364,136,C# Major,,COLORS,,,,,Anime,
001365,"122, 122, 122","A Major, F Major, F Major","Intro, Verse, Chorus",KISS OF DEATH,,,,,Anime,
001366,"102, 102","F# Major, D# Major","Verse, Chorus",Imagination,,,,,Anime,
001367,105,C# Major,,HIKARI,,,,,Anime,
001368,133,B Major,,Answer,,,,,Anime,
001369,90,F Major,,BYE BYE YESTERDAY,,,,,Anime,
001370,92.5,F Major,,Core Pride,,,,,Anime,
001371,129,A Major,,Kawaki no Ameku,,,,,Anime,
001372,95.5,C# Major,,Pink Lemonade,,,,,Anime,
001373,135,B Major,,Renegade,,,,,Anime,
001374,"88, 88, 88, 88","D# Major, E Major, A Major, D# Major","Intro, Verse, Prechorus, Chorus",Wake up,AAA,One Piece,,,Anime,
001375,"90, 90, 90","C Major, D# Major, D# Major","Verse, Prechorus, Chorus",DeCIDE,,,,,Anime,
001376,"78.5, 78.5, 78.5","B Major, G# Major, G# Major","Verse, Prechorus, Chorus",sky and blue,,,,,Anime,
001377,"73, 73, 73","G# Major, F Major, G# Major","Intro, Verse, Chorus",unfinished,,,,,Anime,
001378,"82.5, 82.5","A Major, E Major","Verse, Chorus",HARUKAZE,,,,,Anime,
001379,"92.5, 92.5","G# Major, F Major","Verse, Chorus",Gamushara,Miyuna,,,,Anime,
001380,"71, 71","A Major, B Major","Verse, Chorus",Sacred world,,,,2020,Anime,
001381,"70, 76, 89","F Major, F Major, E Major","Intro, Verse, Chorus",Arigato wa Kocchi,,,,2020,Anime,
001382,"85.5, 85.5, 85.5, 85.5, 85.5, 85.5","C Major, D# Major, D Major, D Major, D# Major, D #Major","Intro, Intro Drop, Verse, Prechorus A, Prechorus B, Chorus",dual existence,,,,2020,Anime,
001383,"97.5, 97.5","G Major, E Major","Verse, Chorus",Mononoke in the Fiction,,In/Spectre,,2020,Anime,
001384,"72.5, 72.5","A Major, F Major","Verse, Chorus",Mr. Fixer,,,,2020,Anime,
001385,"74.5, 74.5","G# Major, F Major","Verse, Chorus",final phase,,,,2020,Anime,
001386,"94.5, 94.5","F# Major, G# Major","Verse, Chorus",Shiny Happy Days,,NekoPara,,2020,Anime,
001387,"138, 138","B Major, C# Major","Verse, Chorus",Suzuki,,,,2020,Anime,
001388,"94.5, 94.5","F# Major, D# Major","Verse, Chorus",Gomakashi,,,,2020,Anime,
001389,"100, 100","F Major, G Major","Verse, Chorus",I got it!,,,,2020,Anime,
001390,"84, 84","F Major, G# Major","Verse, Chorus",Clover,,Arte,,2020,Anime,
001391,"97.5, 97.5, 97.5, 97.5","F Major, F Major, G# Major, G# Major","Intro, Verse A, Verse B, Chorus",graphite diamond,,,,2020,Anime,
001392,75,D Major,,Nadamesukashi Negotiation,,Uzaki Wants to Hangout,,2020,Anime,
001393,80,D# Major,,Koi no Uta,"Yunomi, Akari Kito",Tonikaku Kawaii,,2020,Anime,
001394,90,F# Major,,Watashitachi no,,,,2020,Anime,
001395,"90, 90","C Major, G# Major","Verse, Chorus",over and over,,DanMachi,,2020,Anime,
001396,91.5,C# Major,,into the blue's,,,,2020,Anime,
001397,93,G Major,,Easy Breezy,,,,2020,Anime,
001398,96,C Major,,CHAIN,,Darwin's Game,,2020,Anime,
001399,98,F# Major,,PRISM,,Fruits Basket,,2020,Anime,
001400,100,F Major,,Phantom Joke,UNISON SQUARE GARDEN,,,2020,Anime,
001401,104,D# Major,,Toppakou,,Haikyuu!,To The Top,2020,Anime,
001402,104.5,A Major,,STEAL!!,,,,2020,Anime,
001403,118,E Major,,Literature,Reina Ueda,,,2020,Anime,
001404,121,F# Major,,Chiisana Hibi,,Kakushigoto,,2020,Anime,
001405,123,F Major,,Chaos Drifters,,,,2020,Anime,
001406,127,F Major,,Muzui,,,,2020,Anime,
001407,138,A# Major,,I believe what you,,,,2020,Anime,
001408,70.5,C Major,,Curtain Call,,,Summer,2024,Anime,
001409,71,F Major,,Kouya ni Sake yo,,,Summer,2024,Anime,
001410,71,C# Major,,No Complete,,,Summer,2024,Anime,
001411,72,F Major,,UNDEAD,,,Summer,2024,Anime,"Past, future; can't…"
001412,75,C# Major,,KATAWARA,,,Summer,2024,Anime,
001413,75,G Major,,The Battle,,,Summer,2024,Anime,
001414,76,A Major,,Black Box,,,Summer,2024,Anime,
001415,76.5,G Major,,Homunculus,,,Summer,2024,Anime,
001416,77,G Major,,Sign,,,Summer,2024,Anime,
001417,"78, 78, 78","A# Major, C Major, A# Major","Verse, Prechorus, Chorus",Fatal,GEMN,Oshi no Ko: Season 2 ,Summer,2024,Anime,You're the fatal
001418,80,D Major,,Sweet Memory,,,Summer,2024,Anime,
001419,80.5,F Major,,Gimme Gimme,,,Summer,2024,Anime,
001420,80.5,D# Major,,Harebare!,,,Summer,2024,Anime,
001421,81,G# Major,,Cheer for you!,,,Summer,2024,Anime,
001422,82.5,A Major,,Plan A,,,Summer,2024,Anime,
001423,82.5,F# Major,,Yururing Travel,,,Summer,2024,Anime,
001424,84,F# Major,,Virtual Showtime,,,Summer,2024,Anime,
001425,84,D# Major,,Akaneko,,,Summer,2024,Anime,
001426,84,C# Major,,FACELESS,,,Summer,2024,Anime,
001427,85,D# Major,,Hazure,,,Summer,2024,Anime,ooh-oohh…
001428,87,G# Major,,AMBITION,,,Summer,2024,Anime,
001429,88,A Major,,Sekai Rinne,,,Summer,2024,Anime,
001430,88,D# Major,,Charge!,,,Summer,2024,Anime,
001431,88.5,D Major,,Kaishin no Ichigeki,,,Summer,2024,Anime,
001432,"89, 89","F# Major, G# Major","Verse, Chorus",Blouse,,,Summer,2024,Anime,doo-doo
001433,90,A Major,,Up Start,,,Summer,2024,Anime,
001434,90,E Major,,LOVE & JUSTICE,,,Summer,2024,Anime,
001435,"91, 91","F Major, E Major","Verse, Chorus",1-ban Kagayaku Hoshi,,,Summer,2024,Anime,
001436,91.5,G Major,,Shikairo Days,,,Summer,2024,Anime,shikanoko
001437,92,C Major,,Crank Up,,,Summer,2024,Anime,
001438,92.5,A# Major,,Unmei-sen de,,,Summer,2024,Anime,
001439,94,E Major,,Fried Pride,,,Summer,2024,Anime,
001440,95,C Major,,gifted,,,Summer,2024,Anime,
001441,"96, 96","D Major, E Major","Verse, Chorus",Story,,,Summer,2024,Anime,
001442,96,A# Major,,Burning,,,Summer,2024,Anime,
001443,96,A Major,,Secret Operation,,,Summer,2024,Anime,
001444,97,A Major,,Fire and Fear,,,Summer,2024,Anime,wo-oah…
001445,98,F# Major,,EMPEROR TIME,,,Summer,2024,Anime,
001446,99,F Major,,Running in my Head,,,Summer,2024,Anime,
001447,100,G Major,,WILLSHINE,,,Summer,2024,Anime,
001448,100,G Major,,Kanjou Kakumei,,,Summer,2024,Anime,
001449,100,A# Major,,RISE UP,,,Summer,2024,Anime,Stems: Intro
001450,112,G# Major,,Okaerinasai,,,Summer,2024,Anime,
001451,112,G Major,,Switch,,,Summer,2024,Anime,
001452,"120, 120","D Major, E Major","Verse, Chorus",caramel ribbon cursetard,,,Summer,2024,Anime,
001453,120,F# Major,,Senaka Awase,,,Summer,2024,Anime,
001454,122,F# Major,,Tsuyogaru Girl,,,Summer,2024,Anime,Make! Make! Make!
001455,126,D Major,,Ano Hikari,,,Summer,2024,Anime,a-no-hi-ka-ri; la-la-la
001456,128,F# Major,,Kamakura STYLE,,,Summer,2024,Anime,
001457,128,F# Major,,Go-Getters,,,Summer,2024,Anime,
001458,128,C# Major,,Micro Revolution,,,Summer,2024,Anime,
001459,130,E Major,,Mikansei Rendezvous,,,Summer,2024,Anime,
001460,130,C Major,,Shukumei,,,Summer,2024,Anime,
001461,"131, 131","F Major, G# Major","Verse, Chorus",Parallel na Heart,,,Summer,2024,Anime,"la-la-la, wo-oah yeah"
001462,131,C# Major,,Wagamama,,,Summer,2024,Anime,
001463,133,G# Major,,Chiisana Tsubomi,,,Summer,2024,Anime,
001464,135,B Major,,Might Just,,,Summer,2024,Anime,
001465,136,G Major,,Ctrl+C,,,Summer,2024,Anime,
001466,137,E Major,,Shutter Chance,,,Summer,2024,Anime,
001467,"137, 137","C# Major, E Major","Verse, Chorus",Tenshi-tachi no Uta,fhana,,Summer,2024,Anime,
001468,137,D# Major,,Renacer Serenade,,,Summer,2024,Anime,
001469,"137, 137","D# Major, F# Major","Verse, Chorus",Shura Nikki,,,Summer,2024,Anime,
001470,70,D# Major,,QUEEN,,,Fall,2024,Anime,
001471,"70.5, 70.5, 70.5","A Major, B Major, C Major","Verse, Chorus, Last Chorus",Teenage Blue,Eve,Blue Box,Fall,2024,Anime,
001472,72,A# Major,,TAIDADA,,,Fall,2024,Anime,
001473,73,G Major,,Feedback wo Narash,,,Fall,2024,Anime,
001474,73.5,D Major,,Iinazukkyun,,,Fall,2024,Anime,
001475,73.5,D# Major,,Never Never,,,Fall,2024,Anime,
001476,75,D# Major,,Across Universe,,,Fall,2024,Anime,
001477,75.5,F# Major,,Fragum,,,Fall,2024,Anime,
001478,77,D# Major,,Only One Story,,,Fall,2024,Anime,
001479,77.5,E Major,,Auftakt,,,Fall,2024,Anime,
001480,78,D Major,,YOU GOTTA RUN,,,Fall,2024,Anime,
001481,78.5,D Major,,Beat the odds,,,Fall,2024,Anime,
001482,78.5,G Major,,KiraKira,,,Fall,2024,Anime,
001483,79,F Major,,Fly Higher,,,Fall,2024,Anime,
001484,79,D Major,,Kinoko Inu,,,Fall,2024,Anime,
001485,80,D# Major,,Saikyou? Saikou!,,,Fall,2024,Anime,
001486,80.5,A# Major,,Ebizori Turn!,,,Fall,2024,Anime,
001487,81,G# Major,,Unending Wish,,,Fall,2024,Anime,
001488,82,F# Major,,Chaser,,,Fall,2024,Anime,
001489,82,C# Major,,Ao,,,Fall,2024,Anime,
001490,83,F# Major,,Suikou Setten,,,Fall,2024,Anime,
001491,83,A Major,,Yawaku Koishite,,,Fall,2024,Anime,
001492,83.5,C Major,,Bad Du Du Du,,,Fall,2024,Anime,
001493,84,D Major,,Gyumu!,,,Fall,2024,Anime,
001494,85,G# Major,,nina,,,Fall,2024,Anime,
001495,85,G# Major,,Otonoke,,,Fall,2024,Anime,
001496,86,G# Major,,LUCID DREAM,,,Fall,2024,Anime,
001497,86,F Major,,GG,,,Fall,2024,Anime,
001498,86,D# Major,,Narrative,,,Fall,2024,Anime,
001499,86,D# Major,,NIGHT,,,Fall,2024,Anime,
001500,87,D Major,,Wake Up,,,Fall,2024,Anime,
001501,87.5,D# Major,,Prism Flare,,,Fall,2024,Anime,
001502,88,E Major,,We Go! ~Mugiwara,,,Fall,2024,Anime,
001503,88,C# Major,,Iranai mono,,,Fall,2024,Anime,
001504,88,C# Major,,Henshin,,,Fall,2024,Anime,
001505,88,C# Major,,Merry-Go-Round T,,,Fall,2024,Anime,
001506,"86, 75, 89, 89.5, 89","F# Major, F# Major, D# Major, F Major, C# Major","Intro 1, Intro 2, Verse, Chorus, Bridge",Shounen,,,Fall,2024,Anime,
001507,89,F Major,,Let's be ONE,,,Fall,2024,Anime,
001508,90,G Major,,Kattou Tomorrow,,,Fall,2024,Anime,
001509,90,G Major,,Ashita Sekai ga Owa,,,Fall,2024,Anime,
001510,90,G# Major,,Alca,,,Fall,2024,Anime,
001511,90,C# Major,,Tactics,,,Fall,2024,Anime,
001512,90,B Major,,Kaijuu,,,Fall,2024,Anime,
001513,"90.5, 90.5","C Major, D# Major","Verse, Chorus",Kotoba ni Sezutomo,,,Fall,2024,Anime,
001514,91,F# Major,,Reweave,,,Fall,2024,Anime,
001515,91.5,A Major,,ROCK ME KISS ME,,,Fall,2024,Anime,
001516,92,A# Major,,Seven pieces,,,Fall,2024,Anime,
001517,93,A Major,,Brave one,,,Fall,2024,Anime,
001518,"94, 94, 94","C Major, E Major, G Major","Verse, Prechorus, Chorus",Tsugihagi no Tsubasa,,2.5 Dimensional Seduction,Fall,2024,Anime,
001519,94.5,E Major,,Boujaku no Charisma,,,Fall,2024,Anime,
001520,94,C Major,,Order Made,,,Fall,2024,Anime,
001521,94,C Major,,Tsugihagi no Tsubasa,,,Fall,2024,Anime,
001522,94.5,F# Major,,Kyozou,,,Fall,2024,Anime,
001523,95,G# Major,,Hollow,,,Fall,2024,Anime,
001524,95,D Major,,RE RESCUE,,,Fall,2024,Anime,
001525,95.5,G# Major,,ODD NUMBER,,,Fall,2024,Anime,
001526,97,F Major,,SKILLAWAKE,,,Fall,2024,Anime,
001527,97,C# Major,,Anta Nante.,,,Fall,2024,Anime,
001528,100,C Major,,Little Lovers,,,Fall,2024,Anime,
001529,101,F Major,,Awaku Kasuka,,,Fall,2024,Anime,
001530,104,C# Major,,"Hayo, New World.",,,Fall,2024,Anime,
001531,105,C# Major,,VORTEX,,,Fall,2024,Anime,
001532,111,B Major,,Gambling Hall,,,Fall,2024,Anime,
001533,116,B Major,,UNDER and OVER,,,Fall,2024,Anime,
001534,116.66,G Major,,Fuuka,,,Fall,2024,Anime,
001535,"122.66, 122.66, 122.66","G# Major, A Major, G# Major","Verse, Prechorus, Chorus",Same Blue,,,Fall,2024,Anime,
001536,123,G Major,,MMH,,,Fall,2024,Anime,
001537,123,G# Major,,Ai no Reunion,,,Fall,2024,Anime,
001538,124,F# Major,,Together Forever,,,Fall,2024,Anime,
001539,125,C# Major,,Sailing,,,Fall,2024,Anime,
001540,125,C Major,,Otozure,,,Fall,2024,Anime,
001541,130,D Major,,Jaka Jaan,,,Fall,2024,Anime,
001542,132,F# Major,,Show,,,Fall,2024,Anime,
001543,132,G Major,,Cosmic Treat,,,Fall,2024,Anime,
001544,133,G Major,,Endless Happy End,,,Fall,2024,Anime,
001545,135,F# Major,,Ito,,,Fall,2024,Anime,
001546,136,G# Major,,Icchokusen Daisaku,,,Fall,2024,Anime,
001547,70,A Major,,Kamihikouki,,,Winter,2025,Anime,
001548,70.5,G# Major,,Rourou,,,Winter,2025,Anime,
001549,71,D# Major,,Uni:Birth,,,Winter,2025,Anime,
001550,72,A# Major,,Bakesou na Kokoro,,,Winter,2025,Anime,
001551,72,F# Major,,Year N,,,Winter,2025,Anime,
001552,73,F Major,,POP UP!,,,Winter,2025,Anime,
001553,73,E Major,,Sketch,,,Winter,2025,Anime,rurira-rurira
001554,"75, 75, 75","F Major, D Major, D# Major","Verse, Chorus A, Chorus B",Hyakka Ryouran,Lilas Ikuta,Apothecary Diaries,Winter,2025,Anime,drums; pa-pa-ra; ahh
001555,75,E Major,,L'oN,,,Winter,2025,Anime,oh-wo-o-oah
001556,75,C Major,,Tasokare,,,Winter,2025,Anime,
001557,75,C Major,,Contrast,,,Winter,2025,Anime,
001558,"76.5, 76.5","A Major, D Major","Verse, Chorus",RUN SAKAMOTO RUN,,,Winter,2025,Anime,
001559,77,G Major,,Gotoubun no Egao,,,Winter,2025,Anime,
001560,77.5,F# Major,,Compass,,,Winter,2025,Anime,
001561,78,F# Major,,Hajimari no Mirai,,,Winter,2025,Anime,
001562,"78.5, 78.5","C Major, D Major","Verse, Chorus",sense of pain,,,Winter,2025,Anime,ahh...
001563,79.5,A Major,,Sousei no Aquarion,,,Winter,2025,Anime,
001564,79.5,G# Major,,Meramera,,,Winter,2025,Anime,oh-ohh...
001565,80,F# Major,,Enter,,,Winter,2025,Anime,
001566,80,D Major,,over the top,,,Winter,2025,Anime,
001567,80,D# Major,,Saijoukyuu no Koko,,,Winter,2025,Anime,
001568,"80.5, 80.5","D# Major, F# Major","Verse, Chorus","Koibito Ijou, Suki Miman",,,Winter,2025,Anime,ah-a-ha; wo-oah
001569,80.5,D Major,,Atashi no Dress,,,Winter,2025,Anime,
001570,81.5,F Major,,Perfect Day,,,Winter,2025,Anime,"la-la-la, la-la-la"
001571,82,D Major,,Oishii Survivor,,,Winter,2025,Anime,This is a story
001572,82,A# Major,,Saraba,,,Winter,2025,Anime,(guitars)
001573,82.5,A Major,,Life is Beautiful,,,Winter,2025,Anime,
001574,83,G Major,,Unsung ballad,,,Winter,2025,Anime,
001575,83,G Major,,Zen,,,Winter,2025,Anime,ooh-woohh..
001576,83.5,D# Major,,Kimi to Idol Precure,,,Winter,2025,Anime,
001577,84,G Major,,Dai Dai Daisuki,,,Winter,2025,Anime,
001578,85,F Major,,Wonderlust!!,,,Winter,2025,Anime,
001579,85,G Major,,SCOPE,,,Winter,2025,Anime,
001580,85,G Major,,Palette Days,,,Winter,2025,Anime,
001581,85,G Major,,Zainin,,,Winter,2025,Anime,
001582,86,A Major,,Hebi,,,Winter,2025,Anime,
001583,86,C Major,,True Peak,,,Winter,2025,Anime,
001584,87,E Major,,Jibun Kakumei,,,Winter,2025,Anime,
001585,87.5,E Major,,Pray Pray Pray,,,Winter,2025,Anime,
001586,88,G# Major,,BURN,,,Winter,2025,Anime,
001587,88,G Major,,Dokkin Mahoutsukai,,,Winter,2025,Anime,
001588,89,D Major,,Bloody Liar,,,Winter,2025,Anime,
001589,90,D Major,,BOW AND ARROW,,,Winter,2025,Anime,
001590,90,D Major,,Ichijitsusenshu,,,Winter,2025,Anime,
001591,91,G# Major,,Kimi to Shika Koishi,,,Winter,2025,Anime,
001592,91,A# Major,,Zero Ignition,,,Winter,2025,Anime,
001593,91.5,D Major,,Treasure!,,,Winter,2025,Anime,
001594,92,D Major,,"Arigato, Daisuki ni N",,,Winter,2025,Anime,
001595,92,F Major,,Frontiers,,,Winter,2025,Anime,3-2-1; what you wan
001596,92,G# Major,,NEET in Jam,,,Winter,2025,Anime,"hey, hey, hey"
001597,93,G Major,,Kinnikuman Hero,,,Winter,2025,Anime,
001598,93,C# Major,,Cuz I,,,Winter,2025,Anime,
001599,93.5,C# Major,,Ano ne,,,Winter,2025,Anime,oh-woah...
001600,95,D Major,,Horizon,,,Winter,2025,Anime,
001601,96,D Major,,CASANOVA POSSE,,,Winter,2025,Anime,"woah, yeah"
001602,97,E Major,,A Happy Promise,,,Winter,2025,Anime,
