ID,TITLE,BPM,KEY,PART,ARTIST,TYPE,ORIGIN,YEAR,SEASON
0,Ambivalent,130,A# Major,,,Anime,,2024,
3,DiViNE,101.5,E Major,,,Anime,,2021,
7,Sound of Snow,86,D Major,,,Anime,,2024,
8,Preview,88,F# Major,,,Anime,,2023,
9,Onnaji Kimochi.,130,G Major,,,Anime,,2021,
10,Wanna Fly?,89,C Major,,,Anime,,2021,
11,Mirai no Hero Taichi,92.5,B Major,,,Anime,,2022,
12,My Dear SiSTARS!,73,F Major,,,Anime,,2024,
14,Go Exceed!!,92.5,D Major,,,Anime,,,
19,Start Line,88,F Major,,,Anime,,2022,
20,See You Again,150,F Major,,,Anime,,2023,
26,Feel Alive,152,C Major,,,Anime,,2023,
28,Jinsei Easy,138,G Major,,,Anime,,2021,
29,Himitsu Koi Gokoro,83,A# Major,,,Anime,,2022,
30,Change The World,129.15,D Major,,,Anime,,,
36,Let's Duel!!,87,A Major,,,Anime,,2024,
41,Colorful,76.5,F Major,,Miku Sawai,Anime,Saekano: How to Raise a Boring Girlfriend,2015,
42,Kuchizuke Diamond,82,G Major,,WEAVER,Anime,Yamada-kun and the Seven Witches,2015,
49,routine life,105,D Major,,,Anime,,2024,
52,In My World,95,E Major,,,Anime,,,
55,My Dearest,84,C Major,,supercell,Anime,Guilty Crown,2011,
59,oath sign,76,G Major,,LiSA,Anime,Fate/Zero,2011,
61,Black Swallowtail,102,F Major,,,Anime,,,
63,Shadow and Truth,121,G Major,,,Anime,,,
71,Stay Alive,70,G# Major,,Rie Takahashi,Anime,Re:Zero − Starting Life in Another World,2016,
72,Yukitoki,82.5,F Major,,Nagi Yanagi,Anime,My Teen Romantic Comedy SNAFU,2013,
73,Kimi ga Emu Yuugure,83,A Major,,Yoshino Nanjo,Anime,Tokyo Ravens,2014,
74,Koigoromo,92,F# Major,,,Anime,,2023,
84,WataMote!,100,D# Major,,,Anime,,,
85,Regeneration,123,G Major,,,Anime,,,
86,departure!,80,C# Major,,Masatoshi Ono,Anime,Hunter x Hunter (2011),2011,
91,LEveL,113,F Major,,,Anime,,2024,
93,Golden Time,70.5,F Major,,Yui Horie,Anime,Golden Time,2013,
95,Uso no Hibana,94,D Major,,,Anime,,,
99,"My Soul, Your Beats",72.5,D Major,,Lia,Anime,Angel Beats,2010,
106,again,70,G Major,,yui,Anime,Fullmetal Alchemist: Brotherhood,2010,
109,Rakuen no Tsubasa,77.5,C Major,,Maon Kurosaki,Anime,The Fruit of Grisaia,2014,
114,Dystopia,95,G# Major,,,Anime,,2023,
117,Like Flames,87.5,A# Major,,,Anime,,2021,
125,MISSION,86,A Major,,,Anime,,2024,
128,Whatcha Gonna Do?,160,D# Major,,,Anime,,2023,
133,Obake Himawari,112,D Major,,,Anime,,2024,
135,give it back,100,C# Major,,,Anime,,2021,
136,Bonno ☆ Paradise,96,C Major,,,Anime,,2023,
140,Kyoukaisen,93.5,D Major,,,Anime,,2021,
142,Uragirinoyuuyake,75.5,G Major,,Theatre Brook,Anime,Durarara!!,2010,
143,Unmei Kyoudoutai!,130,A Major,,,Anime,,2023,
146,Contradiction,130,G Major,,,Anime,,,
147,The Other self,75,D Major,,GRANRODEO,Anime,Kuroko no Basket,2013,
148,Yofukashi no Uta,115,C# Major,,,Anime,,2022,
152,Akuma no Ko,90,D Major,,,Anime,,2022,
155,SHAKE! SHAKE!,72,D Major,,,Anime,,2021,
158,Sore wa Akatsuki no,100,G Major,,,Anime,,,
161,Yuke,90,E Major,,,Anime,,2021,
163,Candy Magic,80,C# Major,,MimimemeMIMI,Anime,Yamada-kun and the Seven Witches,2015,
164,Negotiation,75,D Major,,,Anime,,2020,
170,Isekai Quartet,74,C Major,,"Satoshi Hino, Jun Fukushima, Yuusuke Kobayashi, Aoi Yuuki",Anime,Isekai Quartet,2019,
173,Kokoro Hayaru,91,C# Major,,,Anime,,2021,
174,Love Call,91,G Major,,,Anime,,2024,
175,Hajimari e To Tsuzuk,136,F Major,,,Anime,,2022,
178,Aire,96.5,C Major,,,Anime,,2024,
180,Shayou,124,F Major,,,Anime,,2023,
183,Only one yell,90,C# Major,,,Anime,,2021,
186,"Can Now, Can Now",80,F Major,,Study,Anime,We Never Learn,2019,
189,Broken Sky,91,F# Major,,,Anime,,2020,
190,Black Catcher,100,D Major,,,Anime,,,
193,kaleidoscope,95,A# Major,,,Anime,,2023,
202,Hana no Tou,85.5,G# Major,,,Anime,,2022,
206,Touka,75,G Major,,,Anime,,2023,
208,Is There Still Anything That Love Can Do,71,A Major,,RADWIMPS,Anime,Weathering With You,2019,
209,Secret Story,88.5,E Major,,,Anime,,,
211,About a Rock n' Roll,88,E Major,,,Anime,,2023,
217,ODDTAXI,90,F Major,,,Anime,,2021,
220,Utatane Sunshine,114,D Major,,,Anime,,,
225,Kimi ga Suki da to Sake Bitai,71,F Major,,Baad,Anime,Slam Dunk,1993,
229,Fuyunohanashi,135,F Major,,,Anime,,,
230,Ringoiro Memories,84.5,D Major,,"Yuuko Goto, Shizuka Ishigami, Sumire Uesaka, Nozomi Yamamoto",Anime,"Why the Hell are You Here, Teacher!?",2019,
239,Be Starters!,84,F Major,,Eri Kitamura,Anime,Mayo Chiki!,2011,
242,Liar Mask,90,F Major,,,Anime,,,
243,Bug-chan,93.5,F Major,,,Anime,,2023,
244,Koi de Ai De Boukun,98,G Major,,,Anime,,,
254,Gunjo,135,A# Major,,,Anime,,,
256,Shirushibi,70,F Major,,,Anime,,2021,
257,Tear of Will,136,G Major,,,Anime,,2022,
263,Shinkai,123,B Major,,,Anime,,2020,
266,KAREI ONE TURN,87.5,F Major,,,Anime,,2023,
268,Datte Atashino Hero,94.5,D# Major,,,Anime,,,
269,Shiawase,133,G# Major,,,Anime,,2023,
273,Sandersonia,87.5,D# Major,,,Anime,,2022,
276,1st Love Story,137.5,D# Major,,,Anime,,,
277,Otogibanashi no yo,85,D# Major,,,Anime,,2021,
280,"Ready, Set, Go!!",86,F Major,,,Anime,,2022,
281,UNDEAD-NOID,74.5,G Major,,,Anime,,2022,
287,Zankoku na Yume to,93,B Major,,,Anime,,2021,
293,SPARK-AGAIN,90,A Major,,,Anime,,2020,
294,Yuuma ga Doki,90,G# Major,,,Anime,,2023,
298,Amegafurukara,93,E Major,,,Anime,,,
306,Redo,95,D# Major,,,Anime,,,
312,RISE FROM DEAD,87.5,D Major,,,Anime,,2023,
316,flumpool - freeze,136,D Major,,,Anime,,2021,
318,Ten to Sen,90,A Major,,,Anime,,2023,
320,Sekai Ochiteiru,130,G Major,,,Anime,,,
323,Star Marker,134,E Major,,,Anime,,2020,
334,GET BACK,100,E Major,,,Anime,,2023,
337,Sleep Walking Orch,127,C# Major,,,Anime,,2024,
346,"Dakara, Hitori ja Nai",90,D# Major,,,Anime,,,
348,Silhouette,91.5,D Major,,,Anime,,,
355,Absolute Zero,110.5,G# Major,,,Anime,,2024,
359,Kyoukai no Kanata,92,G# Major,,,Anime,,,
362,Black Rover,102,F# Major,,,Anime,,,
363,Mahi,100,D# Major,,,Anime,,2021,
365,Tokyo Winter Session,131,F Major,,,Anime,,,
368,Fiction,123,G Major,,,Anime,,,
370,Rinne,93,G Major,,,Anime,,2021,
372,Rekka,70.5,D# Major,,,Anime,,2024,
375,Sign wa B,87.5,F# Major,,,Anime,,2023,
377,Onaji Sora no Shita,95,D Major,,,Anime,,,
378,takt,120.67,B Major,,,Anime,,2021,
382,Yuusha,104,A# Major,,,Anime,,2023,
385,Dramatic ni Koi Shitai,80,F# Major,,,Anime,,2023,
392,Jouzai,100,D Major,,,Anime,,2022,
397,Cagayake Girls,85,E Major,,Houkago Tea Time,Anime,K-On!,2009,
404,Paper Bouquet,106,D# Major,,,Anime,,2022,
414,Grandeur,128,G# Major,,,Anime,,2021,
420,Highschool of the D,95,G Major,,,Anime,,,
424,X.U.,127,C# Major,,,Anime,,,
430,Last Straw,82,C# Major,,,Anime,,2022,
432,Bubble,73,F Major,,,Anime,,2022,
433,Fanfare,132,D# Major,,,Anime,,2023,
434,Cantabile,130,F# Major,,,Anime,,2023,
442,Make My Story,132,F# Major,,,Anime,,,
445,ACHE in PULSE,130,F# Major,,,Anime,,2023,
447,Ima Koko,70,E Major,,Nao Touyama,Anime,"As The Moon, So Beautiful",2017,
450,Dadada,92,B Major,,,Anime,,,
453,PAPERMOON,82,A# Major,,Tommy heavenly6,Anime,Soul Eater,2008,
455,Susume! Mujina,87.5,A Major,,,Anime,,2021,
458,crossing field,89.5,F Major,,,Anime,,,
467,A Cruel Angel's Thesis,128.3,D# Major,,,Anime,,,
470,WONDERFUL WORLD,89,D# Major,,,Anime,,2022,
471,Red Swan,132,F Major,,,Anime,,,
479,Never Say Goodbye,78.5,F# Major,,,Anime,,2023,
489,Narihibiku kagiri,102,F# Major,,,Anime,,2022,
496,Papapa,126,C# Major,,,Anime,,,
501,Everyday World,77,D Major,,"Saori Hayami, Nao Toyama",Anime,My Teen Romantic Comedy SNAFU,2015,
502,Vital,100,D Major,,,Anime,,,
505,Hajimete no SEASON,92,D# Major,,,Anime,,,
506,STACKiNG,89,C Major,,,Anime,,2021,
507,Like That,88,G# Major,,,Anime,,2022,
508,Tomoshibi no Mani,80,D Major,,Nao Toyama,Anime,Kakushigoto,2020,
513,Irony,134,E Major,,,Anime,,,
516,Shin Jidai,87.5,G Major,,,Anime,,2022,
521,Dreamy Life,138,C Major,,,Anime,,2022,
524,Make Up Life,112.5,A Major,,,Anime,,2022,
526,God only knows,85,A Major,,Oratorio The World God Only Knows (ELISA),Anime,The World God Only Knows,2010,
532,Nameless Story,97,F# Major,,,Anime,,,
541,Hana ni Natte,96,A# Major,,,Anime,,2023,
542,Namara Menkoi Girl,139,F Major,,,Anime,,2024,
549,PAINT,73.5,D Major,,,Anime,,2022,
551,Ryuusei,71.5,C Major,,Eir Aoi,Anime,Sword Art Online Alternative: Gun Gale Online,2018,
557,Only,75,C Major,,,Anime,,2021,
559,Climber's High,89.5,C# Major,,,Anime,,,
560,Colorful Canvas,90,A Major,,,Anime,,2021,
563,Niji no Oto,84,D Major,,Eir Aoi,Anime,Sword Art Online: Extra Edition,2014,
564,SOUVENIR,79,D Major,,,Anime,,2022,
565,Hello,85,B Major,,,Anime,,2023,
566,Toki wo Kizamu Uta,139,G Major,,,Anime,,,
569,Shounen Shoujo,93,G Major,,,Anime,,2021,
571,ROUGE,109,G Major,,,Anime,,2024,
580,Uryou Mou ni wa,117,C Major,,,Anime,,2023,
581,Bokura no,91.5,C# Major,,,Anime,,2023,
582,Toumei na Sekai,120,G Major,,,Anime,,2021,
584,Bravely You,75,C Major,,Lia,Anime,Charlotte,2015,
585,Hoshi no Orchestra,91,F# Major,,,Anime,,2021,
587,in case…,130,A# Major,,,Anime,,2021,
591,Tomedonai Shiosai,82,G Major,,,Anime,,2021,
596,LOVE CRAZY,117.5,G Major,,,Anime,,2023,
597,LIFE,93,A Major,,,Anime,,,
598,San San Days,90,F# Major,,,Anime,,2022,
600,Paraglider,85,D Major,,,Anime,,2023,
601,Bouken no VLOG,72,G Major,,,Anime,,2021,
606,Wadachi,132,G Major,,,Anime,,2021,
607,Niji to Kaito,77.5,G Major,,,Anime,,2022,
610,"Ah, My Romantic",73,A Major,,,Anime,,2022,
613,CHA-LA HEAD CHA-LA,81.5,D Major,,Hironobu Kageyama,Anime,Dragon Ball Z,1989,
621,Telepath,140,E Major,,,Anime,,2023,
625,LOVE OR HATE?,70,G Major,,,Anime,,2024,
643,NIRVANA,90,E Major,,,Anime,,,
646,LOST IN PARADISE,122,C# Major,,,Anime,,2020,
649,Stand By Me,82.5,E Major,,,Anime,,2023,
650,Magical Babyrinth,139,G Major,,,Anime,,,
651,Omokage,81.5,F Major,,,Anime,,2024,
655,Kirifuda,102.5,F# Major,,,Anime,,2024,
657,Bring Back,97,D# Major,,,Anime,,2022,
659,Yoru wa Nemureru,130,G Major,,,Anime,,,
661,Setsuna no Chikai,81,F# Major,,,Anime,,2023,
663,Kokuhaku Bungee,92.5,C Major,,,Anime,,2020,
664,katharsis,72,G# Major,,TK from Ling tosite sigure,Anime,Tokyo Ghoul:re,2018,
665,Silent Minority,103,D Major,,,Anime,,2022,
670,CheerS,102,E Major,,,Anime,,,
673,Kizutsu kedo,90,B Major,,,Anime,,2023,
677,GOLD,85,C Major,,,Anime,,2023,
679,Dash and Go!,96,D Major,,,Anime,,2023,
682,Reimei,92.5,D# Major,,,Anime,,,
684,Kyuukyoku Unbalance,76,E Major,,Afilia Saga,Anime,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",2020,
689,No Poi!,79,E Major,,Petit Rabbit's,Anime,Is the Order a Rabbit??,2015,
691,Hikatta Coin ga,96,C# Major,,,Anime,,2023,
693,Historia,73.5,A# Major,,,Anime,,2022,
700,Last Scene,150,A Major,,,Anime,,2023,
705,Zankyou Sanka,85.5,B Major,,,Anime,,2022,
706,Fuzaketenaize,75,F Major,,,Anime,,2021,
711,Maybe Baby,130,A Major,,,Anime,,2022,
714,WITH,87.5,F Major,,,Anime,,2022,
717,nnb,94,F# Major,,,Anime,,,
719,Growing Up,84,C# Major,,,Anime,,2022,
723,TWISTED HEARTS,124,G Major,,,Anime,,2021,
724,Niji no Kakera,132,F Major,,,Anime,,,
730,Pleasure,86,C# Major,,,Anime,,2021,
734,Ta ga Tame,138,C Major,,,Anime,,2024,
735,Rurou no Katashiro,88.5,E Major,,,Anime,,2023,
737,Shinda!,122,C Major,,,Anime,,2023,
744,Eden through the,97.5,D# Major,,,Anime,,2021,
745,Rise Again,100,D Major,,,Anime,,2021,
747,ZOOM ZOOM,125,D# Major,,,Anime,,2023,
751,FIRST DROP,138,E Major,,,Anime,,2020,
754,Renai Nou,78,G Major,,,Anime,,2022,
767,LilaS,78,F Major,,,Anime,,2022,
771,EVERBLUE,135,B Major,,,Anime,,2021,
781,Real-Eyes,88,F# Major,,,Anime,,2022,
784,Whatever Happens,74.5,C# Major,,,Anime,,2024,
790,ALIVE,90,B Major,,,Anime,,2022,
791,Seishun wa Zankoku,118,E Major,,,Anime,,,
796,TOP,98,D Major,,,Anime,,,
799,Shirushi,72.5,C Major,,,Anime,Kemono Jihen,2021,
800,Flyers,139,B Major,,,Anime,,,
801,Amaryllis,145,C# Major,,,Anime,,2023,
802,Never the Fever!!,86,C Major,,,Anime,,2022,
803,Kirarirari,88.5,C Major,,,Anime,,2022,
808,first death,82,A# Major,,,Anime,,2022,
818,Tensei Shitara ken,100,G Major,,,Anime,,2022,
819,Guren no Yumiya,90.5,E Major,,,Anime,,,
823,SIN,83.5,C# Major,,,Anime,,2023,
826,Seven Doors,101.5,F Major,,,Anime,,,
831,WAKE UP HxEROS,80,A# Major,,,Anime,,2020,
832,Heaven's falling,108,B Major,,,Anime,,2022,
836,Futatsu no Kotoba,130,F# Major,,,Anime,,2024,
838,Yume no Ito,98,E Major,,,Anime,,2024,
839,"Itsuka no, Ikutsuka n",99,D# Major,,,Anime,,,
844,Face2,130,G Major,,,Anime,,2022,
845,Mahou no Kaze,121,A Major,,,Anime,,2021,
847,Shukuen,85.5,B Major,,,Anime,,2023,
848,Anytime Anywhere,82,E Major,,,Anime,,2023,
851,Here I Stand,130,G# Major,,,Anime,,2023,
854,Paradoxes,83,C# Major,,,Anime,,2024,
864,Orgel,88,G# Major,,,Anime,,2022,
867,Torch of Liberty,95,D# Major,,,Anime,,2020,
875, -toward the truth- ,82.5,D Major,,fripSide,Anime,Seraph of the End,2015,
899,S9aiR,113,A Major,,,Anime,,2023,
901,Hikari e,84.5,A Major,,FranChouChou,Anime,ZOMBIELAND SAGA,2018,
904,Sign,89,D Major,,,Anime,,,
907,One Room Adventure,95,C# Major,,,Anime,,2023,
909,IVE - WILL,123,A Major,,,Anime,,2024,
910,Renai Miri Film,128,C Major,,,Anime,,2023,
911,Leap of Faith,94,D Major,,,Anime,,2022,
912,STRIKE BACK,90,G# Major,,,Anime,,,
919,Kirameki,98,F# Major,,,Anime,,,
920,Shura ni Otoshite,88,F Major,,,Anime,,2024,
921,Clear,82,F Major,,,Anime,,2023,
927,halo,85,B Major,,,Anime,,2023,
930,Re'nai Circulation,120,E Major,,,Anime,,,
935,GA-TAN GO-TON,90,E Major,,,Anime,,2024,
936,Semisweet Afternoon,150,B Major,,,Anime,,2023,
938,Brave,98.5,G Major,,,Anime,,2024,
942,Akaku Somete S,101,E Major,,,Anime,,2024,
943,Akane Sasu,74,F# Major,,Aimer,Anime,Natsume's Book of Friends,2017,
952,101,70,F Major,,,Anime,,2021,
955,Kakehiki wa Poker,71.5,A Major,,,Anime,,2022,
965,OEDOEDO,80,C Major,,,Anime,,2024,
967,The Parade of Battler,91,F Major,,,Anime,,2024,
975,Arekore Drastic,105,B Major,,,Anime,,2022,
977,First Greeting,155,D# Major,,,Anime,,2023,
980,Polaris,95,D# Major,,,Anime,,,
983,Sumire,71,C# Major,,,Anime,,2022,
987,Zankoku Shangri-La,136,C# Major,,,Anime,,2021,
989,UP TO ME!,151,C Major,,,Anime,,2023,
991,Dear Shine Sky,120,D# Major,,,Anime,,2023,
993,Musical,146.6666,F Major,,,Anime,,2023,
1000,Be the HERO,92.4,D Major,,,Anime,,2022,
1002,Raiou,134,F Major,,,Anime,,2024,
1004,Akari,127,F Major,,,Anime,,2023,
1007,Suki ni Naccha Dame,94,C Major,,,Anime,,2023,
1008,Queens Bluff,131,G Major,,,Anime,,2022,
1009,Haruka Mirai,91,E Major,,,Anime,,,
1010,Marukoppa Tachi,135,D# Major,,,Anime,,2022,
1016,Trickster,143,G Major,,,Anime,,2023,
